% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.608330177e+003 +1.638300177e+003 +1.638300177e+003 -4.7781e+000 -6.9487e-001 +3.2324e+000
2 0 +7.820516071e+002 +8.120216071e+002 +8.120216071e+002 +3.6330e+000 -6.1237e-001 +2.4891e-002
3 0 +5.473295145e+002 +5.772995145e+002 +5.772995145e+002 +6.4831e-001 -1.2195e+000 -3.3400e-001
7 0 +4.950439232e+002 +5.250139232e+002 +5.250139232e+002 -2.0261e+000 -4.6580e-001 -2.9576e+000
8 0 +1.480186688e+002 +1.779886688e+002 +1.779886688e+002 +8.1035e-001 -1.0047e+000 -5.0000e+000
9 0 +1.468016557e+002 +1.767716557e+002 +1.767716557e+002 +7.7497e-001 -1.0937e+000 -5.0000e+000
37 0 +2.961147577e+001 +5.958147577e+001 +5.958147577e+001 +1.1371e+000 -2.3553e+000 -3.2934e+000
78 0 +2.840434574e+001 +5.837434574e+001 +5.837434574e+001 +1.5011e+000 -2.5425e+000 -2.7561e+000
79 0 +2.389656387e+001 +5.386656387e+001 +5.386656387e+001 +1.1294e+000 -1.8449e+000 -3.3967e+000
84 0 +8.491829731e+000 +3.846182973e+001 +3.846182973e+001 +6.8997e-001 -1.3713e+000 -3.8901e+000
108 0 +6.648543257e+000 +3.661854326e+001 +3.661854326e+001 +6.8997e-001 -1.3735e+000 -3.9113e+000
132 0 +6.551885738e+000 +3.652188574e+001 +3.652188574e+001 +7.1355e-001 -1.4270e+000 -3.8540e+000
137 0 +5.273478956e+000 +3.524347896e+001 +3.524347896e+001 +5.4416e-001 -1.2069e+000 -4.0751e+000
152 0 +3.884650431e+000 +3.385465043e+001 +3.385465043e+001 +6.5345e-001 -1.3659e+000 -3.9352e+000
183 0 +3.773915737e+000 +3.374391574e+001 +3.374391574e+001 +7.1997e-001 -1.4409e+000 -3.8751e+000
185 0 +3.620171878e+000 +3.359017188e+001 +3.359017188e+001 +5.8581e-001 -1.2803e+000 -4.0229e+000
188 0 +2.492259824e+000 +3.246225982e+001 +3.246225982e+001 +5.7180e-001 -1.2613e+000 -4.0562e+000
191 0 +1.700861872e+000 +3.167086187e+001 +3.167086187e+001 +7.8252e-001 -1.5614e+000 -3.7738e+000
216 0 +1.069782485e+000 +3.103978248e+001 +3.103978248e+001 +8.3908e-001 -1.6419e+000 -3.7080e+000
244 0 +2.894834542e-001 +3.025948345e+001 +3.025948345e+001 +7.8682e-001 -1.5745e+000 -3.7765e+000
311 0 +1.972888005e-001 +3.016728880e+001 +3.016728880e+001 +7.9594e-001 -1.5874e+000 -3.7634e+000
319 0 +1.538187932e-001 +3.012381879e+001 +3.012381879e+001 +8.5559e-001 -1.6776e+000 -3.6844e+000
321 0 +1.343397628e-001 +3.010433976e+001 +3.010433976e+001 +8.1921e-001 -1.6224e+000 -3.7336e+000
334 0 +2.999766665e-002 +2.999999767e+001 +2.999999767e+001 +9.0743e-001 -1.7529e+000 -3.6175e+000
344 0 +2.657449477e-002 +2.999657449e+001 +2.999657449e+001 +8.6766e-001 -1.6939e+000 -3.6695e+000
394 0 +1.250430111e-002 +2.998250430e+001 +2.998250430e+001 +8.9391e-001 -1.7329e+000 -3.6352e+000
418 0 +1.114423999e-002 +2.998114424e+001 +2.998114424e+001 +8.9293e-001 -1.7314e+000 -3.6365e+000
425 0 +8.601576849e-003 +2.997860158e+001 +2.997860158e+001 +8.7994e-001 -1.7121e+000 -3.6536e+000
444 0 +3.556203076e-003 +2.997355620e+001 +2.997355620e+001 +8.7531e-001 -1.7054e+000 -3.6596e+000
