% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.885378721e+003 +1.915348721e+003 +1.915348721e+003 +5.3255e-001 -3.8277e+000 +3.1958e-001 +2.3435e+000 -3.4858e+000
2 0 +1.548723806e+003 +1.578693806e+003 +1.578693806e+003 -1.5688e+000 -2.9954e+000 -2.6023e+000 +2.9557e+000 +5.7533e-001
5 0 +1.173691428e+003 +1.203661428e+003 +1.203661428e+003 +3.3912e+000 +1.9461e+000 -3.1076e+000 -1.6386e+000 -3.2913e+000
12 0 +9.052874391e+002 +9.352574391e+002 +9.352574391e+002 +5.0000e+000 -2.1106e+000 -2.6699e+000 +4.0693e-001 +5.0000e+000
13 0 +4.243729868e+002 +4.543429868e+002 +4.543429868e+002 +5.2993e-001 +1.9486e+000 -1.8379e+000 -6.6443e-001 +5.0000e+000
83 0 +3.979215677e+002 +4.278915677e+002 +4.278915677e+002 +5.7520e-001 +3.0066e+000 -2.4082e+000 -2.2607e+000 +3.0657e+000
91 0 +3.367783658e+002 +3.667483658e+002 +3.667483658e+002 -9.5409e-001 +3.7925e+000 -2.2393e+000 -7.6929e-001 +3.8832e+000
131 0 +2.105922847e+002 +2.405622847e+002 +2.405622847e+002 -3.2411e-001 +2.6036e+000 -2.3070e+000 -2.1958e+000 +4.3510e+000
149 0 +1.886029418e+002 +2.185729418e+002 +2.185729418e+002 -9.7992e-001 +1.6287e+000 -2.6889e+000 -1.7457e+000 +3.4603e+000
177 0 +1.821258060e+002 +2.120958060e+002 +2.120958060e+002 -1.1655e+000 +2.0964e+000 -2.6993e+000 -1.7631e+000 +3.9072e+000
189 0 +8.693435741e+001 +1.169043574e+002 +1.169043574e+002 -5.1478e-001 +2.1714e+000 -2.6449e+000 -1.5201e+000 +4.3237e+000
190 0 +7.854149561e+001 +1.085114956e+002 +1.085114956e+002 -2.0869e-001 +1.4380e+000 -2.7301e+000 -1.8206e+000 +4.2687e+000
273 0 +7.447145562e+001 +1.044414556e+002 +1.044414556e+002 -6.0361e-001 +2.2400e+000 -2.5681e+000 -1.6493e+000 +4.5978e+000
330 0 +7.311523843e+001 +1.030852384e+002 +1.030852384e+002 -8.1921e-002 +1.2110e+000 -2.7702e+000 -1.7823e+000 +4.1724e+000
338 0 +6.779344321e+001 +9.776344321e+001 +9.776344321e+001 -3.1353e-002 +1.0174e+000 -2.8019e+000 -1.8310e+000 +3.9462e+000
341 0 +6.394201785e+001 +9.391201785e+001 +9.391201785e+001 -6.0545e-001 +2.0825e+000 -2.6584e+000 -1.5762e+000 +4.5795e+000
355 0 +6.067687644e+001 +9.064687644e+001 +9.064687644e+001 -4.2247e-001 +1.8392e+000 -2.6988e+000 -1.6471e+000 +4.4915e+000
370 0 +5.827778987e+001 +8.824778987e+001 +8.824778987e+001 -2.7887e-001 +1.4759e+000 -2.7696e+000 -1.6878e+000 +4.3502e+000
378 0 +3.651923395e+001 +6.648923395e+001 +6.648923395e+001 -3.1353e-002 +8.3707e-001 -2.9762e+000 -1.6957e+000 +3.9886e+000
421 0 +3.035681777e+001 +6.032681777e+001 +6.032681777e+001 +1.6760e-002 +6.9410e-001 -3.0317e+000 -1.7001e+000 +4.0471e+000
425 0 +2.666569900e+001 +5.663569900e+001 +5.663569900e+001 +1.5657e-001 +3.4296e-001 -3.1062e+000 -1.7407e+000 +3.8660e+000
433 0 +2.584294492e+001 +5.581294492e+001 +5.581294492e+001 +7.3962e-001 -1.1524e+000 -3.5885e+000 -1.8023e+000 +3.5114e+000
460 0 +2.293940987e+001 +5.290940987e+001 +5.290940987e+001 +8.3831e-001 -1.4057e+000 -3.6456e+000 -1.8150e+000 +3.3439e+000
466 0 +1.441763762e+001 +4.438763762e+001 +4.438763762e+001 +7.1055e-001 -1.1233e+000 -3.5348e+000 -1.8597e+000 +3.4235e+000
511 0 +1.271416924e+001 +4.268416924e+001 +4.268416924e+001 +7.2236e-001 -1.2016e+000 -3.5681e+000 -1.8439e+000 +3.3678e+000
555 0 +1.216741376e+001 +4.213741376e+001 +4.213741376e+001 +5.9428e-001 -8.4785e-001 -3.4639e+000 -1.8251e+000 +3.4831e+000
558 0 +1.149236932e+001 +4.146236932e+001 +4.146236932e+001 +5.2253e-001 -7.7249e-001 -3.4546e+000 -1.8158e+000 +3.5206e+000
559 0 +1.146438884e+001 +4.143438884e+001 +4.143438884e+001 +6.6379e-001 -1.0948e+000 -3.5457e+000 -1.8828e+000 +3.4006e+000
609 0 +1.028066390e+001 +4.025066390e+001 +4.025066390e+001 +6.4164e-001 -1.0277e+000 -3.5205e+000 -1.8773e+000 +3.3821e+000
612 0 +9.766374355e+000 +3.973637436e+001 +3.973637436e+001 +5.3969e-001 -8.3406e-001 -3.4645e+000 -1.8474e+000 +3.4374e+000
640 0 +9.176043810e+000 +3.914604381e+001 +3.914604381e+001 +4.6028e-001 -6.4908e-001 -3.3923e+000 -1.8596e+000 +3.5501e+000
643 0 +5.385500179e+000 +3.535550018e+001 +3.535550018e+001 +7.2041e-001 -1.3241e+000 -3.5837e+000 -1.8890e+000 +3.2849e+000
668 0 +5.252344829e+000 +3.522234483e+001 +3.522234483e+001 +7.5603e-001 -1.4685e+000 -3.6020e+000 -1.9282e+000 +3.2212e+000
685 0 +5.222137856e+000 +3.519213786e+001 +3.519213786e+001 +5.2832e-001 -8.3002e-001 -3.4428e+000 -1.8559e+000 +3.4608e+000
700 0 +4.927414348e+000 +3.489741435e+001 +3.489741435e+001 +5.6348e-001 -9.3318e-001 -3.4691e+000 -1.8785e+000 +3.4185e+000
762 0 +4.495367097e+000 +3.446536710e+001 +3.446536710e+001 +5.1906e-001 -7.8372e-001 -3.4265e+000 -1.8638e+000 +3.4738e+000
769 0 +3.986684422e+000 +3.395668442e+001 +3.395668442e+001 +6.6803e-001 -1.1788e+000 -3.5249e+000 -1.9011e+000 +3.3297e+000
786 0 +3.840750464e+000 +3.381075046e+001 +3.381075046e+001 +6.6382e-001 -1.1819e+000 -3.5310e+000 -1.9055e+000 +3.3191e+000
822 0 +3.396083861e+000 +3.336608386e+001 +3.336608386e+001 +7.0557e-001 -1.2679e+000 -3.5441e+000 -1.9156e+000 +3.2730e+000
833 0 +2.938585907e+000 +3.290858591e+001 +3.290858591e+001 +7.3976e-001 -1.3548e+000 -3.5738e+000 -1.9195e+000 +3.2541e+000
870 0 +1.384514931e+000 +3.135451493e+001 +3.135451493e+001 +7.6882e-001 -1.4367e+000 -3.5968e+000 -1.9152e+000 +3.2144e+000
910 0 +7.390194388e-001 +3.070901944e+001 +3.070901944e+001 +7.5341e-001 -1.3906e+000 -3.5828e+000 -1.9116e+000 +3.2348e+000
1100 0 +6.025850324e-001 +3.057258503e+001 +3.057258503e+001 +8.1406e-001 -1.5391e+000 -3.6184e+000 -1.9274e+000 +3.1750e+000
1116 0 +5.915951555e-001 +3.056159516e+001 +3.056159516e+001 +7.8112e-001 -1.4547e+000 -3.5974e+000 -1.9198e+000 +3.2056e+000
1142 0 +5.763364794e-001 +3.054633648e+001 +3.054633648e+001 +8.4372e-001 -1.6214e+000 -3.6404e+000 -1.9333e+000 +3.1479e+000
1149 0 +4.738281664e-001 +3.044382817e+001 +3.044382817e+001 +8.6836e-001 -1.6825e+000 -3.6542e+000 -1.9392e+000 +3.1169e+000
1187 0 +3.683960376e-001 +3.033839604e+001 +3.033839604e+001 +8.0309e-001 -1.5147e+000 -3.6129e+000 -1.9243e+000 +3.1828e+000
1191 0 +3.095988162e-001 +3.027959882e+001 +3.027959882e+001 +8.4407e-001 -1.6216e+000 -3.6407e+000 -1.9328e+000 +3.1442e+000
1247 0 +2.859127665e-001 +3.025591277e+001 +3.025591277e+001 +8.5701e-001 -1.6569e+000 -3.6497e+000 -1.9375e+000 +3.1289e+000
1254 0 +1.401336331e-001 +3.011013363e+001 +3.011013363e+001 +8.4760e-001 -1.6350e+000 -3.6434e+000 -1.9351e+000 +3.1381e+000
1301 0 +1.356496683e-001 +3.010564967e+001 +3.010564967e+001 +8.8546e-001 -1.7343e+000 -3.6684e+000 -1.9442e+000 +3.1001e+000
1316 0 +1.244746676e-001 +3.009447467e+001 +3.009447467e+001 +8.3671e-001 -1.6037e+000 -3.6356e+000 -1.9325e+000 +3.1502e+000
1360 0 +1.071240544e-001 +3.007712405e+001 +3.007712405e+001 +8.5618e-001 -1.6573e+000 -3.6491e+000 -1.9371e+000 +3.1297e+000
1393 0 +9.748912439e-002 +3.006748912e+001 +3.006748912e+001 +9.1469e-001 -1.8097e+000 -3.6874e+000 -1.9511e+000 +3.0707e+000
1396 0 +3.468037000e-002 +3.000468037e+001 +3.000468037e+001 +8.8559e-001 -1.7335e+000 -3.6681e+000 -1.9444e+000 +3.0996e+000
1610 0 +2.663726680e-002 +2.999663727e+001 +2.999663727e+001 +8.9270e-001 -1.7520e+000 -3.6728e+000 -1.9460e+000 +3.0924e+000
1627 0 +2.193579855e-002 +2.999193580e+001 +2.999193580e+001 +8.8853e-001 -1.7410e+000 -3.6701e+000 -1.9449e+000 +3.0969e+000
1695 0 +1.634327992e-002 +2.998634328e+001 +2.998634328e+001 +8.8596e-001 -1.7342e+000 -3.6684e+000 -1.9444e+000 +3.0995e+000
1710 0 +1.217108300e-002 +2.998217108e+001 +2.998217108e+001 +8.8677e-001 -1.7364e+000 -3.6689e+000 -1.9446e+000 +3.0985e+000
1855 0 +1.173809275e-002 +2.998173809e+001 +2.998173809e+001 +8.8879e-001 -1.7417e+000 -3.6703e+000 -1.9451e+000 +3.0965e+000
1887 0 +9.435920069e-003 +2.997943592e+001 +2.997943592e+001 +8.8843e-001 -1.7408e+000 -3.6700e+000 -1.9450e+000 +3.0969e+000
1896 0 +9.008674116e-003 +2.997900867e+001 +2.997900867e+001 +8.8146e-001 -1.7224e+000 -3.6654e+000 -1.9433e+000 +3.1040e+000
1913 0 +8.565126278e-003 +2.997856513e+001 +2.997856513e+001 +8.8659e-001 -1.7359e+000 -3.6688e+000 -1.9445e+000 +3.0987e+000
1926 0 +7.406563197e-003 +2.997740656e+001 +2.997740656e+001 +8.8463e-001 -1.7308e+000 -3.6675e+000 -1.9440e+000 +3.1008e+000
1953 0 +7.054207249e-003 +2.997705421e+001 +2.997705421e+001 +8.8603e-001 -1.7345e+000 -3.6684e+000 -1.9444e+000 +3.0993e+000
1956 0 +6.470447971e-003 +2.997647045e+001 +2.997647045e+001 +8.8805e-001 -1.7398e+000 -3.6698e+000 -1.9449e+000 +3.0973e+000
2030 0 +5.923827335e-003 +2.997592383e+001 +2.997592383e+001 +8.8858e-001 -1.7412e+000 -3.6701e+000 -1.9450e+000 +3.0967e+000
