% f evaluations | g evaluations | best noise-free fitness - Fopt (1.491500000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.837761981e+005 +7.839253481e+005 +7.839253481e+005 +1.3908e+000 -3.6386e+000 +1.9169e+000 -3.0605e+000 +4.9186e+000 -3.2563e+000 +7.7295e-001 +2.2164e+000 -3.2286e+000 +8.7982e-001 +3.6525e-001 -1.6831e+000 -9.9657e-001 +3.6546e+000 -4.8776e+000 -3.0860e+000 -3.9763e+000 +1.8178e+000 -4.8047e+000 -8.3464e-001
2 0 +4.288572604e+005 +4.290064104e+005 +4.290064104e+005 -4.5715e+000 +4.1686e+000 -4.8979e+000 -3.1672e+000 -1.1045e+000 -4.1527e+000 -1.4842e+000 +1.9750e+000 -2.6420e-001 -2.3006e+000 +1.3578e-002 +2.1588e+000 -1.5220e+000 -1.9077e+000 +3.2919e+000 +4.7084e+000 +2.9424e+000 +3.7937e+000 -6.5742e-001 -2.1057e+000
3 0 +2.088316839e+005 +2.089808339e+005 +2.089808339e+005 -1.8570e+000 -8.7494e-002 -3.5817e+000 +2.2839e+000 -4.5317e+000 +2.1834e+000 +2.3182e-001 +7.7276e-001 -2.5197e+000 -1.5693e-001 -4.4925e+000 -1.4437e+000 +4.5257e+000 +5.9868e-001 +1.0117e+000 +4.5272e+000 +2.6300e+000 +2.6206e-001 +2.0037e+000 +4.6816e-001
21 0 +9.359433278e+004 +9.374348278e+004 +9.374348278e+004 +9.8709e-001 +9.9665e-001 +5.5489e-002 +3.6053e+000 -6.5067e-001 -3.4855e-001 -2.0548e+000 -4.4772e+000 +1.3161e+000 -2.1183e+000 +1.9646e+000 -2.9212e+000 +1.3130e+000 -3.3211e+000 -3.2847e+000 -3.0156e+000 -2.4368e-001 +2.6073e+000 +1.4377e-001 +6.4011e-001
212 0 +6.644522572e+003 +6.793672572e+003 +6.793672572e+003 -1.1039e+000 -5.2576e-001 -1.0223e-001 +1.3080e+000 -2.0688e+000 -1.3097e+000 -1.4643e+000 -1.2227e+000 -6.1249e-001 +2.1856e-001 -1.8744e+000 -8.4459e-002 +9.4781e-001 -1.1222e+000 -8.5796e-001 -1.1832e+000 -4.7825e-001 -8.8617e-002 -1.6205e+000 +5.0000e+000
252 0 +1.411645277e+003 +1.560795277e+003 +1.560795277e+003 -1.4855e+000 -5.3409e-001 -2.7058e-001 +1.4277e+000 -2.0662e+000 -1.2741e+000 -1.3262e+000 -1.3365e+000 -7.0075e-001 +2.1314e-001 -1.8648e+000 -3.4436e-002 +9.7492e-001 -1.2487e+000 -8.6957e-001 -1.0847e+000 -6.4535e-001 -1.0095e-001 -1.7844e+000 -5.0000e+000
706 0 +1.089330021e+003 +1.238480021e+003 +1.238480021e+003 -2.3935e+000 -9.1843e-001 -8.0556e-001 +7.2616e-001 -3.1798e+000 -1.2111e+000 -1.1060e+000 -2.0829e+000 -7.2118e-001 +8.1826e-001 -1.6884e+000 +4.5059e-001 +8.7393e-001 -1.5063e+000 -1.7081e+000 -1.1849e+000 -6.3354e-001 +8.8644e-002 -1.8954e+000 -1.4197e+000
712 0 +1.069303239e+003 +1.218453239e+003 +1.218453239e+003 -2.5405e+000 -9.3139e-001 -1.0441e+000 +7.8652e-001 -3.1572e+000 -1.2128e+000 -9.8367e-001 -2.0238e+000 -7.2116e-001 +7.3868e-001 -1.6396e+000 +2.6212e-001 +8.6315e-001 -1.3007e+000 -1.6913e+000 -1.2062e+000 -7.8610e-001 -1.8771e-001 -1.8917e+000 -1.6959e+000
1121 0 +8.064948434e+002 +9.556448434e+002 +9.556448434e+002 -9.8238e-001 -1.5547e+000 -1.3225e+000 +1.5955e+000 -2.9360e+000 -1.6186e+000 -1.5050e+000 -1.5518e+000 -5.1841e-001 +6.0111e-001 -2.7498e+000 +4.8359e-001 +1.3255e+000 -1.6289e+000 -1.9061e+000 -1.8730e+000 -1.0581e+000 +2.2343e-001 -1.6762e+000 -1.1950e+000
1289 0 +7.473035532e+002 +8.964535532e+002 +8.964535532e+002 -2.0468e+000 -1.1159e+000 -9.9889e-001 +1.7238e+000 -2.9814e+000 -1.5308e+000 -1.6107e+000 -1.7558e+000 -6.0147e-001 -5.5128e-001 -1.9343e+000 -1.2513e-001 +1.3140e+000 -9.3345e-001 -1.8133e+000 -1.7197e+000 -6.3323e-001 -1.0626e-001 -1.3558e+000 -2.1531e-001
1292 0 +7.070559735e+002 +8.562059735e+002 +8.562059735e+002 -1.9077e+000 -1.1229e+000 -9.8355e-001 +1.6812e+000 -2.9807e+000 -1.5574e+000 -1.5950e+000 -1.7511e+000 -7.2421e-001 -5.3363e-001 -1.9507e+000 -1.0915e-001 +1.3159e+000 -9.5590e-001 -1.7676e+000 -1.7059e+000 -6.4010e-001 -9.4647e-002 -1.4130e+000 -2.6096e-001
1492 0 +5.373128877e+002 +6.864628877e+002 +6.864628877e+002 -1.9077e+000 -4.6359e-001 -9.8355e-001 +1.2832e+000 -2.8606e+000 -1.5348e+000 -1.1085e+000 -1.3384e+000 -7.2421e-001 +3.4168e-002 -2.2698e+000 -3.5705e-001 +1.3159e+000 -1.6893e+000 -2.1812e+000 -1.7059e+000 -6.4010e-001 -1.0071e-001 -1.9275e+000 -1.7694e+000
1772 0 +5.197067054e+002 +6.688567054e+002 +6.688567054e+002 -1.3116e+000 -1.3950e+000 -6.9119e-001 +1.2433e+000 -2.9032e+000 -1.7309e+000 -1.1402e+000 -1.8428e+000 -6.9212e-001 -4.8530e-002 -2.6862e+000 +1.2022e-001 +2.5966e+000 -1.6070e+000 -1.4118e+000 -1.5730e+000 -5.7031e-001 -5.3812e-001 -1.6528e+000 -1.4689e+000
1798 0 +4.875559112e+002 +6.367059112e+002 +6.367059112e+002 -1.3890e+000 -1.2290e+000 -9.2058e-001 +1.4119e+000 -3.0286e+000 -1.8161e+000 -1.2717e+000 -1.6054e+000 -7.2464e-001 -4.5289e-001 -2.6329e+000 +3.6838e-001 +1.9793e+000 -1.4311e+000 -1.3400e+000 -1.5592e+000 -6.4226e-001 -5.0612e-004 -2.0069e+000 -1.4920e+000
1825 0 +3.770221047e+002 +5.261721047e+002 +5.261721047e+002 -1.4475e+000 -1.1281e+000 -9.8553e-001 +1.4462e+000 -2.9842e+000 -1.7532e+000 -1.3280e+000 -1.5669e+000 -7.9013e-001 -4.3847e-001 -2.6420e+000 +3.5415e-001 +2.1901e+000 -1.5351e+000 -1.4615e+000 -1.6398e+000 -5.1559e-001 -1.0299e-001 -1.6770e+000 -1.4791e+000
1972 0 +3.630756885e+002 +5.122256885e+002 +5.122256885e+002 -1.8396e+000 -9.7836e-001 -9.4295e-001 +1.0681e+000 -3.1264e+000 -1.5607e+000 -1.1136e+000 -1.7612e+000 -5.3306e-001 -2.5043e-001 -2.3291e+000 +3.7527e-002 +2.0187e+000 -1.5085e+000 -1.2814e+000 -1.5549e+000 -3.1474e-001 +4.3686e-002 -1.7856e+000 -1.6244e+000
2101 0 +2.694766247e+002 +4.186266247e+002 +4.186266247e+002 -1.1005e+000 -1.3161e+000 -1.1515e+000 +1.3809e+000 -3.2603e+000 -1.4697e+000 -1.4826e+000 -1.5578e+000 -9.7922e-001 -6.6539e-001 -2.4184e+000 -4.3666e-003 +1.8668e+000 -1.4260e+000 -1.4397e+000 -1.1919e+000 -1.1824e-001 +3.9444e-002 -1.6390e+000 -2.3282e+000
2109 0 +2.427998965e+002 +3.919498965e+002 +3.919498965e+002 -1.1151e+000 -1.3433e+000 -1.1704e+000 +1.3509e+000 -3.2514e+000 -1.4787e+000 -1.4751e+000 -1.5760e+000 -9.4199e-001 -5.7129e-001 -2.4349e+000 -1.4913e-002 +1.8545e+000 -1.4177e+000 -1.4789e+000 -1.1971e+000 -2.4292e-001 +3.9922e-002 -1.7130e+000 -2.2259e+000
2621 0 +2.139067314e+002 +3.630567314e+002 +3.630567314e+002 -1.2629e+000 -1.4501e+000 -7.4543e-001 +1.1228e+000 -3.2052e+000 -1.6668e+000 -1.4098e+000 -1.2042e+000 -4.9230e-001 -8.7488e-001 -2.6149e+000 +4.9376e-002 +1.8767e+000 -1.3430e+000 -1.4394e+000 -1.1135e+000 -6.1682e-001 -2.3167e-001 -2.5633e+000 -3.1842e+000
3080 0 +2.059926233e+002 +3.551426233e+002 +3.551426233e+002 -1.6173e+000 -6.8103e-001 -6.9980e-001 +8.2616e-001 -3.3831e+000 -1.6091e+000 -1.2909e+000 -2.0104e+000 -1.0821e+000 -5.1605e-001 -2.1448e+000 +1.4307e-001 +1.9051e+000 -1.4486e+000 -1.0875e+000 -4.2911e-001 -8.8000e-002 +4.0640e-001 -1.9244e+000 -3.1048e+000
