% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+003) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.643891823e+001 -9.135610818e+002 -9.135610818e+002 +3.4963e-001 +2.1263e+000 -4.6135e+000 -4.4369e+000 +1.9874e+000 +1.7440e+000 +3.0196e+000 +1.0245e+000 -3.9777e+000 -3.8508e+000
2 0 +8.546107879e+001 -9.145389212e+002 -9.145389212e+002 +2.6926e+000 +4.7434e+000 -7.0678e-001 -9.9083e-001 +4.5972e+000 +2.0590e+000 -4.9953e+000 -6.5728e-001 +2.1670e+000 +2.2251e+000
3 0 +7.975135501e+001 -9.202486450e+002 -9.202486450e+002 -3.2956e+000 +4.2184e+000 +3.4635e+000 +4.5058e-002 +7.2861e-001 +2.0048e+000 +1.9237e+000 +2.8807e+000 +3.5492e+000 -4.8169e-001
5 0 +7.837726918e+001 -9.216227308e+002 -9.216227308e+002 +2.8110e+000 -1.9474e+000 -4.9311e+000 -2.4230e+000 +3.2741e+000 -7.1916e-001 +2.7079e+000 -1.0542e+000 +2.2030e+000 +2.8232e+000
34 0 +4.568843073e+001 -9.543115693e+002 -9.543115693e+002 +2.2048e+000 +1.5432e+000 +4.2386e+000 -3.4045e-001 -6.3245e-001 -3.9069e+000 -1.5891e+000 -3.3962e-001 +2.3658e+000 -2.1319e+000
180 0 +2.134399381e+001 -9.786560062e+002 -9.786560062e+002 +2.7476e+000 -1.4650e+000 -3.0499e-001 +1.5344e+000 -2.9041e+000 -3.4009e+000 -2.9232e+000 +1.2128e+000 +1.2886e+000 +1.5266e+000
778 0 +8.761615831e+000 -9.912383842e+002 -9.912383842e+002 +2.1072e+000 -2.5612e-001 +2.6101e+000 +2.4280e+000 -2.2468e+000 -1.6185e+000 -3.1835e-001 -1.3141e+000 +2.5963e+000 -3.5448e-001
1053 0 +4.808916164e+000 -9.951910838e+002 -9.951910838e+002 +1.9815e+000 +6.2612e-001 +7.4956e-001 +3.0155e-002 -2.6318e+000 -9.3534e-001 -6.3347e-001 -1.2684e+000 +1.3738e+000 +7.9076e-001
1206 0 +2.621676393e+000 -9.973783236e+002 -9.973783236e+002 +2.7906e+000 -8.0889e-001 +1.0715e+000 +6.5020e-001 -1.7823e+000 -7.8880e-001 -2.0161e+000 +3.8964e-001 +1.2464e+000 +1.4978e+000
1329 0 +2.173669612e+000 -9.978263304e+002 -9.978263304e+002 +2.0356e+000 -2.0434e-001 +2.4661e+000 +8.8283e-001 -2.3316e+000 -2.0222e+000 -8.9287e-001 -3.0228e-001 +2.8643e+000 +8.0326e-001
1563 0 +5.966726425e-001 -9.994033274e+002 -9.994033274e+002 +2.6792e+000 -1.7474e-001 +1.9183e+000 +1.7378e-001 -2.4441e+000 -1.6739e+000 -8.9790e-001 -8.6028e-001 +1.5195e+000 +1.0233e+000
1863 0 +5.001367050e-001 -9.994998633e+002 -9.994998633e+002 +2.7366e+000 -2.0019e-001 +1.9188e+000 +1.2722e-001 -2.4685e+000 -1.6376e+000 -8.7244e-001 -8.5337e-001 +1.5195e+000 +1.0559e+000
3202 0 +4.795735902e-001 -9.995204264e+002 -9.995204264e+002 +2.4505e+000 +5.3441e-001 +1.8651e+000 -1.3343e-001 -3.2025e+000 -1.4615e+000 +1.2483e-001 -1.4734e+000 +1.4604e+000 +5.2116e-001
3821 0 +4.069451577e-001 -9.995930548e+002 -9.995930548e+002 +2.6162e+000 +1.0043e-001 +2.4786e+000 +8.3933e-001 -2.8114e+000 -2.2957e+000 -1.8854e+000 -8.2999e-001 +2.4743e+000 +2.5777e-001
4224 0 +3.634759303e-001 -9.996365241e+002 -9.996365241e+002 +2.3106e+000 -3.2667e-001 +1.7442e+000 +6.6382e-001 -1.9574e+000 -1.4454e+000 -1.4849e+000 -4.8915e-001 +2.0260e+000 +1.1647e+000
4654 0 +1.763552563e-001 -9.998236447e+002 -9.998236447e+002 +2.3839e+000 -4.3992e-001 +2.0056e+000 +5.0491e-001 -1.4692e+000 -1.1526e+000 -1.3265e+000 +1.6833e-001 +1.7994e+000 +1.1548e+000
4670 0 +1.185315396e-001 -9.998814685e+002 -9.998814685e+002 +2.2678e+000 -4.1412e-001 +1.3313e+000 +1.3025e-001 -2.5698e+000 -1.6937e+000 -1.2200e+000 -2.9884e-001 +1.9556e+000 +1.3589e+000
