% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.465000000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.647492821e+004 +7.592842821e+004 +7.592842821e+004 +1.7479e+000 +2.4721e+000 +3.9502e+000 -3.1459e+000 -2.7928e+000 +1.8261e+000 -2.7002e-001 -2.3014e+000 -6.8567e-001 -1.9224e+000
5 0 +7.015600948e+004 +6.960950948e+004 +6.960950948e+004 +4.1307e+000 +1.2951e+000 -3.5855e+000 +4.3614e+000 -1.3905e+000 -6.7287e-001 +2.8858e+000 -6.4732e-001 +5.2829e-001 +3.4689e+000
10 0 +2.296796246e+004 +2.242146246e+004 +2.242146246e+004 +4.6831e+000 +4.6048e+000 -4.1576e+000 -5.6073e-001 -1.2994e+000 -3.7860e+000 -9.3935e-001 +4.3937e+000 +7.8755e-001 +4.2658e+000
17 0 +1.012035076e+004 +9.573850762e+003 +9.573850762e+003 -9.8384e-001 +3.0111e+000 +1.3567e+000 +3.2935e+000 +1.7515e+000 +1.6026e+000 -3.9930e+000 +2.4718e+000 -6.1374e-001 +1.5674e+000
57 0 +3.615327535e+003 +3.068827535e+003 +3.068827535e+003 -1.2707e+000 +2.7749e+000 +2.5393e+000 +1.7447e+000 +1.8379e+000 +2.6285e-001 -2.2109e+000 +2.4718e+000 +1.9691e-001 +3.5378e+000
83 0 +2.848116920e+003 +2.301616920e+003 +2.301616920e+003 +5.2801e-001 +4.9375e-003 +5.0000e+000 -7.1399e-001 +9.3426e-001 -3.6066e-001 -2.1344e+000 +1.8215e+000 -2.3329e+000 +1.8765e+000
106 0 +1.595458498e+003 +1.048958498e+003 +1.048958498e+003 -7.0950e-001 +1.3054e+000 -7.9278e-001 +3.8164e-001 -8.7491e-001 +1.3328e-001 -5.1959e-001 +2.3450e-001 -1.5651e+000 +1.5867e+000
180 0 +5.724363065e+001 -4.892563693e+002 -4.892563693e+002 +2.4788e+000 -3.0326e-001 +2.8877e+000 -2.4255e+000 +6.1179e-001 -2.6753e+000 -1.7846e+000 +1.3406e+000 -1.3443e+000 +1.1432e+000
212 0 +4.798611730e+001 -4.985138827e+002 -4.985138827e+002 -1.7454e+000 +3.9887e-002 -1.7744e-001 -3.1615e+000 -7.0558e-001 -1.5799e+000 -2.0570e+000 +2.0408e-001 -1.4210e+000 +8.5820e-001
213 0 +3.819184803e+000 -5.426808152e+002 -5.426808152e+002 +1.3714e+000 -5.4970e-001 +2.8295e+000 -9.3031e-001 +5.8783e-001 -1.5507e+000 -1.1427e+000 +1.1522e+000 -1.8797e+000 +1.0468e+000
