% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.396531138e+001 +1.553153114e+002 +1.553153114e+002 -2.5249e+000 -1.9194e+000 +3.0912e-001 -1.2861e-001 +4.0996e+000 -3.1135e+000 -4.1186e+000 -4.2134e+000 +2.9791e+000 -2.9308e+000 +2.3088e-001 -1.7536e+000 +3.4969e+000 -6.7509e-001 -2.8191e+000 -1.0276e+000 -4.3729e+000 +8.7679e-001 +5.6729e-002 +1.1870e+000
2 0 +6.687584447e+001 +1.382258445e+002 +1.382258445e+002 -6.9606e-001 +2.8865e+000 -1.3438e+000 -4.3809e+000 +3.2910e+000 -2.7581e+000 +2.3491e+000 -6.0133e-001 +4.8470e+000 -4.8490e+000 -2.8126e+000 +4.3983e+000 +3.7981e+000 -2.0098e+000 +1.7547e+000 -4.6235e+000 -1.4980e+000 +2.9365e+000 -1.0894e-001 +1.1395e+000
5 0 +6.210008401e+001 +1.334500840e+002 +1.334500840e+002 +2.9635e+000 -3.8738e+000 -2.2132e+000 +4.7982e+000 -4.6773e-001 -2.9335e+000 -3.6437e-001 +4.4678e+000 -4.6190e+000 -9.7260e-001 +2.3104e+000 +2.9666e+000 +3.4791e+000 -1.8594e+000 +3.5880e+000 +4.2664e+000 -1.4864e+000 -3.3013e+000 +1.9547e+000 +2.4812e+000
10 0 +4.497676820e+001 +1.163267682e+002 +1.163267682e+002 -3.5756e+000 -2.1155e+000 +3.2721e+000 -1.9638e+000 -2.3546e+000 -1.7379e+000 +1.0223e+000 -2.7893e+000 +4.5923e+000 -2.2342e+000 +3.3811e+000 +1.1374e+000 +3.3329e+000 -1.5684e+000 +6.1576e-001 +1.7975e+000 -2.8667e+000 -1.4079e+000 +1.0730e-001 +2.8772e-001
59 0 +4.372030896e+001 +1.150703090e+002 +1.150703090e+002 +4.6782e-001 +6.4499e-001 +4.2319e+000 +2.7156e+000 +1.3471e+000 +1.6952e+000 +4.4630e+000 +7.5086e-001 -3.6217e+000 -1.2903e+000 +1.5007e+000 -4.4927e+000 +4.4166e+000 +1.0785e+000 -4.0688e+000 -4.4916e+000 -1.5055e+000 -7.5188e-001 -1.2531e+000 +1.4012e+000
63 0 +4.294571655e+001 +1.142957166e+002 +1.142957166e+002 +2.3737e-001 -2.5944e+000 -3.9808e+000 +2.6904e+000 -9.4956e-001 -2.4174e+000 -1.2389e-001 -3.9971e+000 +3.6698e+000 -3.0018e+000 +4.0679e-001 -2.3325e+000 +3.6298e+000 +1.2346e+000 -2.2785e+000 -7.4677e-001 -9.0906e-001 -5.9729e-001 +1.6098e+000 +4.4770e+000
73 0 +3.755009580e+001 +1.089000958e+002 +1.089000958e+002 -4.4288e+000 +4.9535e+000 +3.3417e+000 +7.6870e-001 -2.5527e+000 +2.3546e+000 -2.4568e+000 +1.6925e+000 -3.6802e+000 +3.7974e+000 -2.5412e+000 -4.3571e+000 +1.6586e+000 +5.6621e-001 -6.5307e-001 +2.7802e+000 -3.4357e-002 -1.7755e+000 -2.4706e+000 +2.9637e+000
108 0 +3.616777188e+001 +1.075177719e+002 +1.075177719e+002 -4.2844e+000 -2.2031e+000 +3.3377e+000 -7.0114e-001 -4.1393e+000 -2.7033e+000 -7.2984e-001 +3.3010e+000 -4.1271e+000 +4.2070e+000 +4.8486e+000 +4.1513e+000 +1.2022e+000 -5.8690e-001 +4.3853e-001 +3.6237e+000 +9.3476e-001 +2.1538e+000 -1.5155e+000 +2.6779e+000
461 0 +2.320425165e+001 +9.455425165e+001 +9.455425165e+001 +4.0925e+000 -2.6637e+000 -1.4088e+000 -9.3195e-001 +2.3725e-001 -3.2431e+000 -1.9295e+000 -5.7305e-001 -5.2427e-001 +7.9681e-001 +2.1889e+000 +3.7289e+000 -5.3632e-001 -2.8833e+000 -6.3332e-001 -1.0451e+000 -1.2685e+000 -2.5574e+000 -1.6423e+000 +1.1716e+000
19306 0 +2.260151870e+001 +9.395151870e+001 +9.395151870e+001 +3.6617e+000 -9.9542e-001 +3.7607e+000 -2.6005e+000 +1.8747e+000 -1.6580e+000 +1.1955e+000 -5.5301e-001 +4.0265e+000 +3.1934e-002 +2.0283e+000 +1.7080e-001 -2.1228e+000 -1.0028e+000 +8.5866e-001 -1.9926e+000 -1.6816e+000 -8.9327e-001 -2.8867e-001 +4.1287e-001
