% f evaluations | g evaluations | best noise-free fitness - Fopt (7.135000000000e+001) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.445406049e+001 +1.658040605e+002 +1.658040605e+002 -3.8543e+000 -4.0609e-001 +2.9709e-001 -2.7742e+000 -9.9528e-001
2 0 +9.000741595e+001 +1.613574160e+002 +1.613574160e+002 -4.7460e+000 +3.7469e+000 +2.9017e+000 -1.7898e+000 -4.4806e+000
3 0 +5.134963052e+001 +1.226996305e+002 +1.226996305e+002 -2.2070e+000 -3.2955e+000 +1.2109e+000 +4.5688e+000 -1.3603e+000
4 0 +6.499436043e+000 +7.784943604e+001 +7.784943604e+001 +1.3687e+000 -4.6505e+000 +2.3983e+000 +4.0509e+000 -3.8757e+000
805 0 +6.308059271e+000 +7.765805927e+001 +7.765805927e+001 -4.9062e+000 +4.1813e+000 -3.0131e+000 -3.1035e+000 +2.6775e+000
2309 0 +5.753951702e+000 +7.710395170e+001 +7.710395170e+001 -3.2284e-001 -1.8053e+000 +1.3392e+000 +2.0642e+000 -3.1758e+000
2977 0 +3.377068652e+000 +7.472706865e+001 +7.472706865e+001 -4.2971e+000 +9.1268e-001 -3.0704e+000 -1.7373e+000 -6.0188e-001
4227 0 +2.550173396e+000 +7.390017340e+001 +7.390017340e+001 -4.2856e+000 +9.1268e-001 -3.0704e+000 -1.6452e+000 -6.0188e-001
4846 0 +1.668733057e+000 +7.301873306e+001 +7.301873306e+001 -3.3378e+000 +1.2810e+000 +2.9700e-001 -4.0614e+000 -1.5759e+000
6216 0 +1.504752922e+000 +7.285475292e+001 +7.285475292e+001 -4.7128e+000 -1.0139e+000 -1.0319e+000 -4.1463e+000 -7.4469e-001
8046 0 +6.663902331e-001 +7.201639023e+001 +7.201639023e+001 -3.3378e+000 +1.2810e+000 +2.9700e-001 -3.9914e+000 -1.5693e+000
11696 0 +6.482890670e-001 +7.199828907e+001 +7.199828907e+001 -3.3378e+000 +1.2809e+000 +2.9700e-001 -3.9914e+000 -1.5693e+000
11843 0 +3.584144577e-001 +7.170841446e+001 +7.170841446e+001 -3.6052e+000 -2.1264e-001 -1.0219e+000 -9.8817e-002 +2.6124e-001
11893 0 +2.109335522e-001 +7.156093355e+001 +7.156093355e+001 -3.5992e+000 -2.1021e-001 -1.0219e+000 -9.3859e-002 +2.6236e-001
