% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.103191806e+006 +3.102981926e+006 +3.102981926e+006 +3.5996e+000 -1.5292e+000 +1.0885e+000 +3.3629e+000 -5.8000e-001 +3.0286e+000 +3.8738e+000 -2.3417e+000 -8.5735e-001 +4.4066e+000
6 0 +1.016824295e+006 +1.016614415e+006 +1.016614415e+006 +9.6423e-001 -3.9312e+000 +4.5269e+000 +4.0215e+000 +3.8886e+000 +4.3554e+000 -1.8594e+000 -2.8602e+000 -2.3152e+000 +2.9978e+000
20 0 +8.370002878e+005 +8.367904078e+005 +8.367904078e+005 +2.0965e+000 -1.4143e+000 -3.9362e+000 -1.8368e+000 -1.0080e+000 +3.8408e+000 +1.1446e+000 -3.6038e+000 -2.1461e+000 +2.6849e+000
53 0 +5.290273344e+005 +5.288174544e+005 +5.288174544e+005 +3.6287e+000 -3.7024e+000 -2.2813e+000 -1.9482e+000 +3.0313e+000 +3.5225e+000 +2.3114e+000 +6.2828e-001 -7.2293e-001 +3.2498e+000
120 0 +1.955273363e+005 +1.953174563e+005 +1.953174563e+005 -2.6734e+000 -5.3268e-001 +4.2429e-001 -5.0000e+000 -8.3767e-001 -1.8724e+000 +1.1229e+000 -1.2496e+000 -1.5534e+000 +2.7099e+000
165 0 +8.364481264e+004 +8.343493264e+004 +8.343493264e+004 -1.3661e+000 -3.2767e-001 -2.2621e+000 -3.2547e-001 -4.4259e-001 -1.7860e+000 +1.2018e+000 -7.5410e-001 -1.0088e+000 +2.6656e+000
292 0 +7.416808200e+004 +7.395820200e+004 +7.395820200e+004 +5.2575e-002 -3.0247e+000 +1.9562e+000 +1.3650e+000 -1.2580e+000 -6.5610e-002 +3.9655e-001 -1.2377e-001 -1.3804e+000 +2.6052e+000
373 0 +5.270167686e+004 +5.249179686e+004 +5.249179686e+004 +1.0643e+000 +3.9373e+000 -3.2430e+000 -1.4860e-001 +5.0000e+000 +1.8333e+000 +1.4874e+000 +7.3840e-001 -1.0462e+000 +2.4938e+000
420 0 +4.737759538e+004 +4.716771538e+004 +4.716771538e+004 -2.6933e+000 -2.6003e+000 -6.1782e-001 -3.2832e+000 -1.0998e+000 +2.2251e+000 +1.4775e+000 +5.2385e-001 -1.2544e+000 +2.5090e+000
516 0 +3.755878560e+004 +3.734890560e+004 +3.734890560e+004 +9.8874e-002 -4.3858e+000 +7.4458e-001 +3.2178e-001 -9.4300e-001 -1.2461e-001 +3.1242e+000 -5.6476e-001 -1.0552e+000 +2.6343e+000
