% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.465000000000e+002) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.558835169e+005 +2.553370169e+005 +2.553370169e+005 +1.5926e+000 +1.5511e+000 +1.5572e+000 +2.0741e+000 +1.8131e+000 +2.9136e+000 -2.2083e+000 +1.8627e+000 -2.4596e+000 -2.6651e+000 +4.1456e+000 +4.4431e+000 -3.6478e+000 -2.3781e+000 -3.2699e+000 +1.2393e+000 -4.1975e+000 +2.2862e+000 -4.1904e+000 -2.9027e+000
2 0 +1.571113594e+005 +1.565648594e+005 +1.565648594e+005 -1.2736e+000 -1.6409e-001 -1.1707e+000 -2.3254e+000 +1.5638e+000 +2.9702e+000 +3.3156e+000 -1.1698e+000 +3.5436e+000 +2.1188e+000 +3.7630e+000 -1.2287e+000 +1.2540e+000 -4.8384e+000 -2.1602e+000 -3.1144e+000 +1.3792e+000 +1.6172e+000 -4.9689e+000 -4.5740e+000
6 0 +1.423369723e+005 +1.417904723e+005 +1.417904723e+005 -3.0900e+000 -1.0615e+000 -4.2132e+000 +1.5053e+000 +4.6309e+000 +4.6715e-001 +1.0152e+000 -2.5203e+000 -3.9215e+000 -1.6127e+000 -2.7633e+000 +3.5657e+000 +1.9252e-002 +3.9926e+000 +3.6826e-002 -2.3961e-001 +4.0931e+000 -4.9910e+000 +3.0932e+000 +2.2860e+000
10 0 +6.826772261e+004 +6.772122261e+004 +6.772122261e+004 +4.8137e+000 +1.5635e+000 +3.2014e+000 -4.8475e+000 -2.5796e+000 -4.3700e+000 +3.2967e+000 +1.1642e+000 +2.2353e+000 +4.3725e+000 +1.3946e+000 +4.4361e+000 +3.1782e+000 -2.8710e+000 +2.2086e+000 -3.1662e+000 +3.4991e+000 -2.3587e+000 -7.1409e-001 -1.9490e+000
43 0 +5.301652557e+004 +5.247002557e+004 +5.247002557e+004 +8.6038e-001 -2.0609e+000 +3.1262e+000 -5.0000e+000 +5.3130e-001 +1.0646e+000 -5.0000e+000 -5.0000e+000 -5.0000e+000 -4.4978e-001 +2.1470e+000 +1.3930e+000 +1.7335e+000 -5.0000e+000 +5.4300e-002 -5.0000e+000 +3.2410e+000 -2.3569e+000 -2.0990e+000 +9.9772e-001
79 0 +2.964299933e+004 +2.909649933e+004 +2.909649933e+004 -2.7369e+000 +4.4191e+000 -1.0366e+000 +2.0563e+000 +4.2180e+000 +4.6562e+000 -4.6798e+000 -1.5236e+000 -1.6287e+000 +1.0586e+000 -2.4863e+000 +1.6385e+000 +2.9975e+000 -1.5267e+000 +2.8364e+000 -1.1444e+000 -1.3992e+000 -3.0389e+000 -1.0883e+000 +2.9659e+000
206 0 +1.271547468e+004 +1.216897468e+004 +1.216897468e+004 -2.0112e-002 +4.9775e+000 +5.0000e+000 -1.4512e-001 +1.1566e+000 -1.8600e+000 -1.9591e+000 +1.5801e+000 -1.7752e+000 +1.0197e+000 +2.3923e+000 +2.9366e+000 +1.4271e+000 -1.7447e+000 +1.9148e+000 -2.5087e+000 +3.3854e+000 -2.0121e+000 -2.6098e+000 +1.9455e+000
211 0 +4.710508582e+003 +4.164008582e+003 +4.164008582e+003 -4.5532e-002 +4.9775e+000 +7.2819e-002 -1.0975e-001 +9.8875e-001 -2.2999e+000 -1.4984e+000 +1.6509e+000 -1.4499e+000 +1.0335e+000 +2.2632e+000 +2.6154e+000 +1.5391e+000 -1.9158e+000 +2.0700e+000 -2.4765e+000 +3.1165e+000 -1.8819e+000 -2.4660e+000 +1.9159e+000
246 0 +3.117722230e+003 +2.571222230e+003 +2.571222230e+003 -2.2828e-001 +9.1480e-001 -1.1609e+000 -7.1453e-001 +8.4125e-001 -1.7868e+000 -1.3840e+000 +1.7062e+000 -1.5376e+000 +1.2716e+000 +1.8484e+000 +2.8660e+000 +1.5748e+000 -1.9529e+000 +2.2838e+000 -2.7166e+000 +2.8442e+000 -2.0504e+000 -2.6632e+000 +2.0633e+000
262 0 +1.728276167e+003 +1.181776167e+003 +1.181776167e+003 -3.0393e-001 +8.3272e-001 -9.9551e-001 -5.0476e-001 +8.8289e-001 -1.3264e+000 -1.4466e+000 +1.6718e+000 -1.2763e+000 +1.1912e+000 +1.7830e+000 +2.4750e+000 +1.5491e+000 -1.8969e+000 +2.4852e+000 -2.6836e+000 +2.5914e+000 -2.0322e+000 -2.5752e+000 +1.9947e+000
